pos,name,time,map,first,perc_from_first
29,'OrangeTea',19.52,4c3jump3,14.478,25.83%
30,Barry_Allen,19.542,4c3jump3,14.478,25.91%
31,Direktor,21.041,4c3jump3,14.478,31.19%
32,Ceth,21.394,4c3jump3,14.478,32.33%
33,Beepbeep,21.691,4c3jump3,14.478,33.25%
34,}}Wetarded{{,22.388,4c3jump3,14.478,35.33%
35,adren,22.494,4c3jump3,14.478,35.64%
36,75400379,24.067,4c3jump3,14.478,39.84%
37,cka3ka,24.515,4c3jump3,14.478,40.94%
38,zerosignal,26.757,4c3jump3,14.478,45.89%
39,Dusk,29.121,4c3jump3,14.478,50.28%
40,ins,30.494,4c3jump3,14.478,52.52%
1,Lofas,12.892,4c3jump4,12.892,0.00%
2,KroPP,12.935,4c3jump4,12.892,0.33%
3,yogurt,12.984,4c3jump4,12.892,0.71%
4,prd,13.07,4c3jump4,12.892,1.36%
5,(MCS)Faderjok,13.079,4c3jump4,12.892,1.43%
6,g0rky,13.1,4c3jump4,12.892,1.59%
7,ds.ads,13.186,4c3jump4,12.892,2.23%
8,EnZ,13.361,4c3jump4,12.892,3.51%
9,UniBG,13.466,4c3jump4,12.892,4.26%
10,[sf]fasadin,13.517,4c3jump4,12.892,4.62%
11,}}Wetarded{{,13.595,4c3jump4,12.892,5.17%
12,GreenJumper,13.599,4c3jump4,12.892,5.20%
13,atz,13.612,4c3jump4,12.892,5.29%
14,cr33pz,13.695,4c3jump4,12.892,5.86%
15,Scipio,13.728,4c3jump4,12.892,6.09%
16,SBL,13.825,4c3jump4,12.892,6.75%
17,Castro,13.833,4c3jump4,12.892,6.80%
18,Idaho,13.891,4c3jump4,12.892,7.19%
19,rl,13.933,4c3jump4,12.892,7.47%
20,_PLAY_,14.001,4c3jump4,12.892,7.92%
21,Int0xiKated,14.17,4c3jump4,12.892,9.02%
22,slugsk!e,14.213,4c3jump4,12.892,9.29%
23,[3M.ROSS],14.367,4c3jump4,12.892,10.27%
24,Squaah,14.433,4c3jump4,12.892,10.68%
25,nbc.shadow_no,14.566,4c3jump4,12.892,11.49%
26,Bezel,14.766,4c3jump4,12.892,12.69%
27,Cleaner,14.94,4c3jump4,12.892,13.71%
28,Qub,15.109,4c3jump4,12.892,14.67%
29,'OrangeTea',15.238,4c3jump4,12.892,15.40%
30,Wolfeh,15.81,4c3jump4,12.892,18.46%
31,kNoC,15.922,4c3jump4,12.892,19.03%
32,sh@dow,16.107,4c3jump4,12.892,19.96%
33,^WhIzArD^,16.123,4c3jump4,12.892,20.04%
34,Stoner,16.349,4c3jump4,12.892,21.15%
35,Rambler,16.725,4c3jump4,12.892,22.92%
36,Direktor,16.937,4c3jump4,12.892,23.88%
37,rav,17.07,4c3jump4,12.892,24.48%
38,maq,17.101,4c3jump4,12.892,24.61%
39,cka3ka,17.37,4c3jump4,12.892,25.78%
40,Johnson,18.127,4c3jump4,12.892,28.88%
41,zerosignal,18.598,4c3jump4,12.892,30.68%
42,bossmies,19.106,4c3jump4,12.892,32.52%
43,Death_Jump,19.243,4c3jump4,12.892,33.00%
44,ToxicMonkey^MZC,19.474,4c3jump4,12.892,33.80%
45,Ceth,19.521,4c3jump4,12.892,33.96%
46,skjol,21.058,4c3jump4,12.892,38.78%
47,Julfisk,23.936,4c3jump4,12.892,46.14%
48,grigori,28.632,4c3jump4,12.892,54.97%
49,Plajjump,29.5,4c3jump4,12.892,56.30%
50,TehChaoz,30.609,4c3jump4,12.892,57.88%
51,kw4snY,33.576,4c3jump4,12.892,61.60%
52,ins,34.274,4c3jump4,12.892,62.39%
53,-TheBest-,34.66,4c3jump4,12.892,62.80%
54,PRO-kypop,39.856,4c3jump4,12.892,67.65%
55,75400379,40.281,4c3jump4,12.892,67.99%
56,CreePy^,40.667,4c3jump4,12.892,68.30%
57,Kr3w,52.016,4c3jump4,12.892,75.22%
58,Ratiosu,57.907,4c3jump4,12.892,77.74%
59,[DARF]BALLS,61.779,4c3jump4,12.892,79.13%
1,Goblin,5.731,4mybros,5.731,0.00%
2,Killa,5.74,4mybros,5.731,0.16%
3,ds.ads,6.126,4mybros,5.731,6.45%
4,a2ha,6.293,4mybros,5.731,8.93%
5,prd,6.296,4mybros,5.731,8.97%
6,Direktor,6.321,4mybros,5.731,9.33%
7,ace,6.444,4mybros,5.731,11.06%
8,mule_0wnz,6.539,4mybros,5.731,12.36%
9,Lofas,6.814,4mybros,5.731,15.89%
10,Cleaner,7.071,4mybros,5.731,18.95%
11,}}Wetarded{{,7.137,4mybros,5.731,19.70%
12,greenz,7.138,4mybros,5.731,19.71%
13,zerosignal,7.378,4mybros,5.731,22.32%
14,^WhIzArD^,7.665,4mybros,5.731,25.23%
15,APKIS,7.872,4mybros,5.731,27.20%
16,atz,7.931,4mybros,5.731,27.74%
17,StardusT,7.936,4mybros,5.731,27.78%
18,Sanja,8.333,4mybros,5.731,31.23%
19,yogurt,8.45,4mybros,5.731,32.18%
20,quazilin,8.491,4mybros,5.731,32.51%
21,Valuutta,8.581,4mybros,5.731,33.21%
22,Empire,8.691,4mybros,5.731,34.06%
23,cr33pz,8.801,4mybros,5.731,34.88%
24,g0rky,8.911,4mybros,5.731,35.69%
25,fish,9,4mybros,5.731,36.32%
26,GreenJumper,9.06,4mybros,5.731,36.74%
27,slugsk!e,9.102,4mybros,5.731,37.04%
28,_PLAY_,9.282,4mybros,5.731,38.26%
29,EnZ,9.4,4mybros,5.731,39.03%
30,Castro,9.536,4mybros,5.731,39.90%
31,ewc,9.678,4mybros,5.731,40.78%
32,o0b,9.732,4mybros,5.731,41.11%
33,'OrangeTea',9.904,4mybros,5.731,42.13%
34,metzger,10.544,4mybros,5.731,45.65%
35,kNoC,10.674,4mybros,5.731,46.31%
36,Bless,10.804,4mybros,5.731,46.95%
37,DiVyDaN,11.372,4mybros,5.731,49.60%
38,Johnson,11.518,4mybros,5.731,50.24%
39,fury,12.377,4mybros,5.731,53.70%
40,masta,13.121,4mybros,5.731,56.32%
41,CreePy^,13.669,4mybros,5.731,58.07%
42,75400379,13.716,4mybros,5.731,58.22%
43,nocuarsa[co],13.748,4mybros,5.731,58.31%
44,XtraGhost,13.851,4mybros,5.731,58.62%
45,baknd,14.3,4mybros,5.731,59.92%
46,sh@dow,15.64,4mybros,5.731,63.36%
47,-TheBest-,17.038,4mybros,5.731,66.36%
48,ToxicMonkey^MZC,17.907,4mybros,5.731,68.00%
49,Ratiosu,17.947,4mybros,5.731,68.07%
50,ricebiscuit,20.223,4mybros,5.731,71.66%
51,PRO-kypop,21.231,4mybros,5.731,73.01%
52,nbc.shadow_no,21.7,4mybros,5.731,73.59%
53,ins,21.92,4mybros,5.731,73.85%
54,Voety,22.237,4mybros,5.731,74.23%
55,kw4snY,22.625,4mybros,5.731,74.67%
56,rav,22.692,4mybros,5.731,74.74%
57,Plajjump,23.332,4mybros,5.731,75.44%
58,Barry_Allen,23.406,4mybros,5.731,75.51%
59,cka3ka,24.948,4mybros,5.731,77.03%
60,Scorpion,25.905,4mybros,5.731,77.88%
61,[3M.ROSS],26.366,4mybros,5.731,78.26%
62,skjol,28.475,4mybros,5.731,79.87%
63,step,41.738,4mybros,5.731,86.27%
64,gomez,47.994,4mybros,5.731,88.06%
65,randy,53.923,4mybros,5.731,89.37%
66,Rambler,133.787,4mybros,5.731,95.72%
1,KroPP,29.069,4race1,29.069,0.00%
2,Lofas,29.301,4race1,29.069,0.79%
3,yogurt,30.047,4race1,29.069,3.25%
4,GreenJumper,30.25,4race1,29.069,3.90%
5,Killa,30.273,4race1,29.069,3.98%
6,ace,30.293,4race1,29.069,4.04%
7,prd,30.3,4race1,29.069,4.06%
8,4Bidden,30.745,4race1,29.069,5.45%
9,santher,30.863,4race1,29.069,5.81%
10,Nephi,31.675,4race1,29.069,8.23%
11,ins,31.779,4race1,29.069,8.53%
12,rl,31.818,4race1,29.069,8.64%
13,zerosignal,32.296,4race1,29.069,9.99%
14,_PLAY_,32.381,4race1,29.069,10.23%
15,maq,32.924,4race1,29.069,11.71%
16,}}Wetarded{{,33.811,4race1,29.069,14.03%
17,Castro,34.287,4race1,29.069,15.22%
18,skjol,36.458,4race1,29.069,20.27%
19,[3M.ROSS],37.884,4race1,29.069,23.27%
20,RoN!N,39.91,4race1,29.069,27.16%
21,bossmies,40.463,4race1,29.069,28.16%
22,masta,44.29,4race1,29.069,34.37%
23,^WhIzArD^,49.256,4race1,29.069,40.98%
24,Direktor,55.964,4race1,29.069,48.06%
25,Barry_Allen,58.142,4race1,29.069,50.00%
26,ToxicMonkey^MZC,84.115,4race1,29.069,65.44%
27,Qub,88.228,4race1,29.069,67.05%
28,CreePy^,88.341,4race1,29.069,67.09%
29,fish,101.281,4race1,29.069,71.30%
30,75400379,103.695,4race1,29.069,71.97%
31,Rambler,109.796,4race1,29.069,73.52%
32,randy,110.154,4race1,29.069,73.61%
33,Tofik,149.958,4race1,29.069,80.62%
34,rav,151.878,4race1,29.069,80.86%
35,David,158.874,4race1,29.069,81.70%
1,prd,33.198,4race2,33.198,0.00%
2,Lofas,33.316,4race2,33.198,0.35%
3,Goblin,33.559,4race2,33.198,1.08%
4,n00k!e,33.93,4race2,33.198,2.16%
5,KroPP,34.255,4race2,33.198,3.09%
6,ds.ads,34.896,4race2,33.198,4.87%
7,4Bidden,36.119,4race2,33.198,8.09%
8,ace,36.932,4race2,33.198,10.11%
9,yogurt,37.02,4race2,33.198,10.32%
10,DRK,38.078,4race2,33.198,12.82%
11,maq,39.052,4race2,33.198,14.99%
12,masta,39.357,4race2,33.198,15.65%
13,[3M.ROSS],39.819,4race2,33.198,16.63%
14,}}Wetarded{{,40.202,4race2,33.198,17.42%
15,ins,40.521,4race2,33.198,18.07%
16,_PLAY_,40.733,4race2,33.198,18.50%
17,nbc.shadow_no,41.136,4race2,33.198,19.30%
18,mule_0wnz,41.137,4race2,33.198,19.30%
19,Empire,41.61,4race2,33.198,20.22%
20,{G}oo{F},42.426,4race2,33.198,21.75%
21,^WhIzArD^,43.321,4race2,33.198,23.37%
22,CodeBlack,44.1,4race2,33.198,24.72%
23,Casper,44.297,4race2,33.198,25.06%
24,bossmies,49.639,4race2,33.198,33.12%
25,ex,50.078,4race2,33.198,33.71%
26,Castro,50.24,4race2,33.198,33.92%
27,Barry_Allen,50.373,4race2,33.198,34.10%
28,zerosignal,51.739,4race2,33.198,35.84%
29,Rambler,55.755,4race2,33.198,40.46%
30,75400379,63.441,4race2,33.198,47.67%
31,cka3ka,67.233,4race2,33.198,50.62%
1,Killa,18.611,4race3,18.611,0.00%
2,n00k!e,18.649,4race3,18.611,0.20%
3,Castro,18.709,4race3,18.611,0.52%
4,prd,18.73,4race3,18.611,0.64%
5,iCyclical,18.738,4race3,18.611,0.68%
6,ace,18.829,4race3,18.611,1.16%
7,KroPP,18.9,4race3,18.611,1.53%
8,Zod,18.908,4race3,18.611,1.57%
9,Beepbeep,18.996,4race3,18.611,2.03%
10,APKIS,19.063,4race3,18.611,2.37%
11,ins,19.203,4race3,18.611,3.08%
12,Nephi,19.233,4race3,18.611,3.23%
13,zerosignal,19.24,4race3,18.611,3.27%
14,greedisgood210,19.241,4race3,18.611,3.27%
15,_PLAY_,19.273,4race3,18.611,3.43%
16,4Bidden,19.279,4race3,18.611,3.46%
17,Casper,19.315,4race3,18.611,3.64%
18,}}Wetarded{{,19.325,4race3,18.611,3.69%
19,GreenJumper,19.368,4race3,18.611,3.91%
20,bossmies,19.392,4race3,18.611,4.03%
21,Barry_Allen,19.426,4race3,18.611,4.20%
22,75400379,19.469,4race3,18.611,4.41%
23,SBL,19.477,4race3,18.611,4.45%
24,fish,19.568,4race3,18.611,4.89%
25,a2ha,19.569,4race3,18.611,4.90%
26,Rambler,19.609,4race3,18.611,5.09%
27,maq,20.06,4race3,18.611,7.22%
28,masta,24.06,4race3,18.611,22.65%
29,Tofik,24.17,4race3,18.611,23.00%
30,Empire,26.326,4race3,18.611,29.31%
1,n00k!e,50.814,4race4,50.814,0.00%
2,KroPP,54.203,4race4,50.814,6.25%
3,ace,55.017,4race4,50.814,7.64%
4,Castro,56.996,4race4,50.814,10.85%
5,4Bidden,57.201,4race4,50.814,11.17%
6,prd,58.381,4race4,50.814,12.96%
7,RoN!N,59.108,4race4,50.814,14.03%
8,DRK,61.47,4race4,50.814,17.34%
9,[3M.ROSS],61.613,4race4,50.814,17.53%
10,Nephi,66.365,4race4,50.814,23.43%
11,bossmies,68.3,4race4,50.814,25.60%
12,Mehis,72.521,4race4,50.814,29.93%
13,_PLAY_,73.213,4race4,50.814,30.59%
14,Nubcake,74.192,4race4,50.814,31.51%
15,zerosignal,74.436,4race4,50.814,31.73%
16,Empire,77.731,4race4,50.814,34.63%
17,quazilin,80.864,4race4,50.814,37.16%
18,}}Wetarded{{,81.695,4race4,50.814,37.80%
19,Voety,87.566,4race4,50.814,41.97%
20,masta,88.498,4race4,50.814,42.58%
21,baknd,91.436,4race4,50.814,44.43%
22,Boru,93.107,4race4,50.814,45.42%
23,75400379,96.091,4race4,50.814,47.12%
24,^WhIzArD^,114.671,4race4,50.814,55.69%
25,nbc.shadow_no,118.474,4race4,50.814,57.11%
26,Scorpion,146.861,4race4,50.814,65.40%
27,c12,150.625,4race4,50.814,66.26%
28,Barry_Allen,240.814,4race4,50.814,78.90%
29,ins,241.172,4race4,50.814,78.93%
1,n00k!e,40.65,4race5,40.65,0.00%
2,santher,42.807,4race5,40.65,5.04%
3,Goblin,43.687,4race5,40.65,6.95%
4,ace,44.832,4race5,40.65,9.33%
5,[3M.ROSS],47.062,4race5,40.65,13.62%
6,Castro,47.15,4race5,40.65,13.79%
7,zerosignal,50.019,4race5,40.65,18.73%
8,CodeBlack,50.776,4race5,40.65,19.94%
9,sh@dow,53.55,4race5,40.65,24.09%
10,quazilin,54.484,4race5,40.65,25.39%
11,David,55.231,4race5,40.65,26.40%
12,dnb,55.975,4race5,40.65,27.38%
13,RoN!N,57.116,4race5,40.65,28.83%
14,_PLAY_,57.13,4race5,40.65,28.85%
15,bossmies,58.569,4race5,40.65,30.59%
16,ins,58.993,4race5,40.65,31.09%
17,Rambler,62.314,4race5,40.65,34.77%
18,Cleaner,64.691,4race5,40.65,37.16%
19,^WhIzArD^,65.128,4race5,40.65,37.58%
20,baknd,65.227,4race5,40.65,37.68%
21,metzger,67.267,4race5,40.65,39.57%
22,ToxicMonkey^MZC,69.804,4race5,40.65,41.77%
23,masta,74.27,4race5,40.65,45.27%
24,Empire,74.464,4race5,40.65,45.41%
25,cka3ka,89.381,4race5,40.65,54.52%
26,}}Wetarded{{,89.761,4race5,40.65,54.71%
27,maq,95.434,4race5,40.65,57.41%
28,Mako,111.7,4race5,40.65,63.61%
29,75400379,122.426,4race5,40.65,66.80%
30,'OrangeTea',130.331,4race5,40.65,68.81%
31,Barry_Allen,155.703,4race5,40.65,73.89%
1,KroPP,56.74,4race6,56.74,0.00%
2,ace,60.973,4race6,56.74,6.94%
3,yogurt,62.74,4race6,56.74,9.56%
4,n00k!e,65.071,4race6,56.74,12.80%
5,zerosignal,67.556,4race6,56.74,16.01%
6,Castro,67.9,4race6,56.74,16.44%
7,Beepbeep,69.265,4race6,56.74,18.08%
8,APKIS,74.1,4race6,56.74,23.43%
9,ins,74.51,4race6,56.74,23.85%
10,}}Wetarded{{,74.964,4race6,56.74,24.31%
11,prd,75.313,4race6,56.74,24.66%
12,{G}oo{F},76.18,4race6,56.74,25.52%
13,DM,77.804,4race6,56.74,27.07%
14,RoN!N,80.177,4race6,56.74,29.23%
15,[3M.ROSS],81.411,4race6,56.74,30.30%
16,Nubcake,82.257,4race6,56.74,31.02%
17,mordo,82.866,4race6,56.74,31.53%
18,cr33pz,84.764,4race6,56.74,33.06%
19,SBL,87.835,4race6,56.74,35.40%
20,neoxotb,89.596,4race6,56.74,36.67%
21,the_FRESH_k1d,90,4race6,56.74,36.96%
22,masta,93.033,4race6,56.74,39.01%
23,a2ha,101.85,4race6,56.74,44.29%
24,fish,103.486,4race6,56.74,45.17%
25,Empire,106.631,4race6,56.74,46.79%
26,_PLAY_,107.123,4race6,56.74,47.03%
27,XtraGhost,112.019,4race6,56.74,49.35%
28,Rambler,130.376,4race6,56.74,56.48%
29,CodeBlack,132.353,4race6,56.74,57.13%
30,baknd,136.796,4race6,56.74,58.52%
31,heat_me.Jr,158.678,4race6,56.74,64.24%
32,Voety,158.737,4race6,56.74,64.26%
33,ToxicMonkey^MZC,160.16,4race6,56.74,64.57%
34,PRO-kypop,167.425,4race6,56.74,66.11%
35,greenz,169.251,4race6,56.74,66.48%
36,randy,185.836,4race6,56.74,69.47%
37,dnb,207.873,4race6,56.74,72.70%
38,nbc.shadow_no,217.166,4race6,56.74,73.87%
39,maq,218.756,4race6,56.74,74.06%
40,cka3ka,233.064,4race6,56.74,75.65%
41,Valuutta,260.232,4race6,56.74,78.20%
42,rav,275.941,4race6,56.74,79.44%
43,Plajjump,278.644,4race6,56.74,79.64%
44,ne_pizdi,631.391,4race6,56.74,91.01%
45,Gusto,700.246,4race6,56.74,91.90%
46,kw4snY,720.035,4race6,56.74,92.12%
1,Goblin,45.378,4race7,45.378,0.00%
2,prd,45.611,4race7,45.378,0.51%
3,Killa,45.899,4race7,45.378,1.14%
4,n00k!e,46.541,4race7,45.378,2.50%
5,ace,47.172,4race7,45.378,3.80%
6,DRK,48.315,4race7,45.378,6.08%
7,neoxotb,48.327,4race7,45.378,6.10%
8,santher,48.75,4race7,45.378,6.92%
9,Casper,49.047,4race7,45.378,7.48%
10,yogurt,49.331,4race7,45.378,8.01%
11,Castro,49.401,4race7,45.378,8.14%
12,zerosignal,50.245,4race7,45.378,9.69%
13,}}Wetarded{{,50.634,4race7,45.378,10.38%
14,75400379,51.025,4race7,45.378,11.07%
15,[3M.ROSS],51.427,4race7,45.378,11.76%
16,RoN!N,52.228,4race7,45.378,13.12%
17,Nephi,52.31,4race7,45.378,13.25%
18,GreenJumper,52.531,4race7,45.378,13.62%
19,theloneranger,52.57,4race7,45.378,13.68%
20,Beepbeep,52.735,4race7,45.378,13.95%
21,cr33pz,53.72,4race7,45.378,15.53%
22,bossmies,53.845,4race7,45.378,15.72%
23,CodeBlack,55.448,4race7,45.378,18.16%
24,Idaho,58.123,4race7,45.378,21.93%
25,Barry_Allen,58.58,4race7,45.378,22.54%
26,Kr3w,59.611,4race7,45.378,23.88%
27,ins,60.884,4race7,45.378,25.47%
28,nbc.shadow_no,61.068,4race7,45.378,25.69%
29,randy,61.366,4race7,45.378,26.05%
30,Empire,62.271,4race7,45.378,27.13%
31,Qub,64.867,4race7,45.378,30.04%
32,masta,65.547,4race7,45.378,30.77%
33,^WhIzArD^,68.802,4race7,45.378,34.05%
34,ToxicMonkey^MZC,70.159,4race7,45.378,35.32%
35,Mako,92.052,4race7,45.378,50.70%
36,quazilin,98.399,4race7,45.378,53.88%
1,Castro,38.264,4race8,38.264,0.00%
2,ace,38.343,4race8,38.264,0.21%
3,APKIS,40.259,4race8,38.264,4.96%
4,Casper,47.183,4race8,38.264,18.90%
5,theloneranger,47.19,4race8,38.264,18.92%
6,4Bidden,47.536,4race8,38.264,19.51%
7,[3M.ROSS],48.136,4race8,38.264,20.51%
8,GreenJumper,51.808,4race8,38.264,26.14%
9,Empire,52.948,4race8,38.264,27.73%
10,Boru,53.641,4race8,38.264,28.67%
11,ins,53.699,4race8,38.264,28.74%
12,masta,54.275,4race8,38.264,29.50%
13,Kr3w,55.287,4race8,38.264,30.79%
14,Caboom,55.57,4race8,38.264,31.14%
15,^WhIzArD^,57.327,4race8,38.264,33.25%
16,zerosignal,57.367,4race8,38.264,33.30%
17,randy,64.028,4race8,38.264,40.24%
18,maq,67.67,4race8,38.264,43.46%
19,Direktor,72.176,4race8,38.264,46.99%
20,CodeBlack,73.486,4race8,38.264,47.93%
21,_PLAY_,75.613,4race8,38.264,49.39%
22,cka3ka,79.238,4race8,38.264,51.71%
23,ToxicMonkey^MZC,112.098,4race8,38.264,65.87%
24,Valuutta,115.462,4race8,38.264,66.86%
25,}}Wetarded{{,120.983,4race8,38.264,68.37%
1,n00k!e,31.179,4race9,31.179,0.00%
2,Killa,31.377,4race9,31.179,0.63%
3,prd,34.07,4race9,31.179,8.49%
4,mule_0wnz,34.717,4race9,31.179,10.19%
5,Beepbeep,39.819,4race9,31.179,21.70%
6,zerosignal,67.725,4race9,31.179,53.96%
1,Lofas,10.361,5secmap,10.361,0.00%
2,APKIS,10.419,5secmap,10.361,0.56%
3,prd,10.618,5secmap,10.361,2.42%
4,Tig,10.644,5secmap,10.361,2.66%
5,santher,10.714,5secmap,10.361,3.29%
6,snake,10.765,5secmap,10.361,3.75%
7,Casper,10.784,5secmap,10.361,3.92%
8,GreenJumper,10.823,5secmap,10.361,4.27%
9,g0rky,10.864,5secmap,10.361,4.63%
10,Castro,10.959,5secmap,10.361,5.46%
11,Killa,11.021,5secmap,10.361,5.99%
12,ds.ads,11.026,5secmap,10.361,6.03%
13,yogurt,11.315,5secmap,10.361,8.43%
14,bossmies,11.355,5secmap,10.361,8.75%
15,[3M.ROSS],11.432,5secmap,10.361,9.37%
16,draxi,11.683,5secmap,10.361,11.32%
17,car^^,11.769,5secmap,10.361,11.96%
18,quazilin,11.778,5secmap,10.361,12.03%
19,_PLAY_,11.951,5secmap,10.361,13.30%
20,EnZ,11.957,5secmap,10.361,13.35%
21,PRO-kypop,11.969,5secmap,10.361,13.43%
22,Int0xiKated,12.02,5secmap,10.361,13.80%
23,buzt3r,12.052,5secmap,10.361,14.03%
24,'OrangeTea',12.109,5secmap,10.361,14.44%
25,metzger,12.153,5secmap,10.361,14.75%
26,cr33pz,12.262,5secmap,10.361,15.50%
27,CodeBlack,12.292,5secmap,10.361,15.71%
28,fish,12.297,5secmap,10.361,15.74%
29,Rambler,12.358,5secmap,10.361,16.16%
30,Direktor,12.413,5secmap,10.361,16.53%
31,Sanja,12.423,5secmap,10.361,16.60%
32,deadfroggy,12.465,5secmap,10.361,16.88%
33,diaa,12.493,5secmap,10.361,17.07%
34,leviathan,12.56,5secmap,10.361,17.51%
35,nbc.shadow_no,12.563,5secmap,10.361,17.53%
36,rav,12.587,5secmap,10.361,17.68%
37,pampalini,12.714,5secmap,10.361,18.51%
38,baknd,12.727,5secmap,10.361,18.59%
39,deleteme_45656,12.734,5secmap,10.361,18.64%
40,skjol,12.764,5secmap,10.361,18.83%
41,Squaah,12.912,5secmap,10.361,19.76%
42,maq,12.931,5secmap,10.361,19.87%
43,kNoC,12.96,5secmap,10.361,20.05%
44,^WhIzArD^,13.061,5secmap,10.361,20.67%
45,Johnson,13.114,5secmap,10.361,20.99%
46,DM,13.175,5secmap,10.361,21.36%
47,Voety,13.226,5secmap,10.361,21.66%
48,cka3ka,13.333,5secmap,10.361,22.29%
49,Bless,13.42,5secmap,10.361,22.79%
50,ToxicMonkey^MZC,13.465,5secmap,10.361,23.05%
51,Julfisk,13.602,5secmap,10.361,23.83%
52,XtraGhost,13.717,5secmap,10.361,24.47%
53,dnb,13.853,5secmap,10.361,25.21%
54,Barry_Allen,13.897,5secmap,10.361,25.44%
55,glide^,13.901,5secmap,10.361,25.47%
56,Ceth,14.259,5secmap,10.361,27.34%
57,Death_Jump,17.676,5secmap,10.361,41.38%
58,}}Wetarded{{,18.297,5secmap,10.361,43.37%
59,75400379,18.856,5secmap,10.361,45.05%
60,kw4snY,24.403,5secmap,10.361,57.54%
61,zerosignal,31.261,5secmap,10.361,66.86%
1,Killa,33.508,9000,33.508,0.00%
2,KroPP,33.621,9000,33.508,0.34%
3,n00k!e,34.02,9000,33.508,1.50%
4,Lofas,34.364,9000,33.508,2.49%
5,cr33pz,35.461,9000,33.508,5.51%
6,Beepbeep,37.062,9000,33.508,9.59%
7,zerosignal,37.24,9000,33.508,10.02%
8,[sf]fasadin,38.033,9000,33.508,11.90%
9,MASZ_ESA?,38.107,9000,33.508,12.07%
10,masta,38.818,9000,33.508,13.68%
11,ins,40.305,9000,33.508,16.86%
12,[3M.ROSS],40.313,9000,33.508,16.88%
13,Kr3w,40.508,9000,33.508,17.28%
14,'OrangeTea',40.797,9000,33.508,17.87%
15,Barry_Allen,40.967,9000,33.508,18.21%
16,_PLAY_,41.704,9000,33.508,19.65%
17,Direktor,41.723,9000,33.508,19.69%
18,:pP:Izanag,43.028,9000,33.508,22.13%
19,Idaho,48.064,9000,33.508,30.28%
20,Mako,69.649,9000,33.508,51.89%
1,Goblin,61.614,9000_2,61.614,0.00%
2,prd,64.054,9000_2,61.614,3.81%
3,n00k!e,66.207,9000_2,61.614,6.94%
4,Killa,67.959,9000_2,61.614,9.34%
5,Lofas,73.628,9000_2,61.614,16.32%
6,Beepbeep,78.001,9000_2,61.614,21.01%
7,ace,82.309,9000_2,61.614,25.14%
8,zerosignal,87.707,9000_2,61.614,29.75%
9,4Bidden,94.358,9000_2,61.614,34.70%
1,Lofas,25.988,_fmj_a,25.988,0.00%
2,Tig,26.423,_fmj_a,25.988,1.65%
3,Castro,26.471,_fmj_a,25.988,1.82%
4,neoxotb,27.753,_fmj_a,25.988,6.36%
5,glide^,28.306,_fmj_a,25.988,8.19%
6,ace,28.986,_fmj_a,25.988,10.34%
7,_PLAY_,29.239,_fmj_a,25.988,11.12%
8,Beepbeep,29.391,_fmj_a,25.988,11.58%
9,DM,29.958,_fmj_a,25.988,13.25%
10,Idaho,29.971,_fmj_a,25.988,13.29%
11,^WhIzArD^,30.323,_fmj_a,25.988,14.30%
12,fish,30.433,_fmj_a,25.988,14.61%
13,Casper,31.015,_fmj_a,25.988,16.21%
14,[3M.ROSS],31.395,_fmj_a,25.988,17.22%
15,{G}oo{F},33.278,_fmj_a,25.988,21.91%
16,zerosignal,33.599,_fmj_a,25.988,22.65%
17,Kr3w,33.738,_fmj_a,25.988,22.97%
18,'OrangeTea',33.968,_fmj_a,25.988,23.49%
19,nbc.shadow_no,34.749,_fmj_a,25.988,25.21%
20,quazilin,35.048,_fmj_a,25.988,25.85%
21,Qub,35.275,_fmj_a,25.988,26.33%
22,slugsk!e,35.664,_fmj_a,25.988,27.13%
23,maq,35.769,_fmj_a,25.988,27.34%
24,}}Wetarded{{,35.798,_fmj_a,25.988,27.40%
25,&lt;&gt;,35.839,_fmj_a,25.988,27.49%
26,Plajjump,37.74,_fmj_a,25.988,31.14%
27,ToxicMonkey^MZC,40.329,_fmj_a,25.988,35.56%
28,shpongle,40.606,_fmj_a,25.988,36.00%
29,Den4ik,41.641,_fmj_a,25.988,37.59%
30,Death_Jump,41.854,_fmj_a,25.988,37.91%
31,Wolfeh,42.074,_fmj_a,25.988,38.23%
32,CreePy^,44.493,_fmj_a,25.988,41.59%
33,cka3ka,45.374,_fmj_a,25.988,42.72%
34,Voety,47.244,_fmj_a,25.988,44.99%
35,bossmies,48.14,_fmj_a,25.988,46.02%
36,kw4snY,48.905,_fmj_a,25.988,46.86%
37,Scorpion,50.497,_fmj_a,25.988,48.54%
38,car^^,52.726,_fmj_a,25.988,50.71%
39,PRO-kypop,62.686,_fmj_a,25.988,58.54%
40,Rambler,67.271,_fmj_a,25.988,61.37%
41,75400379,70.454,_fmj_a,25.988,63.11%
42,G00|3ER,174.58,_fmj_a,25.988,85.11%
43,Barry_Allen,187.897,_fmj_a,25.988,86.17%
44,cez,393.198,_fmj_a,25.988,93.39%
1,KroPP,32.055,_jumplava,32.055,0.00%
2,Casper,34.33,_jumplava,32.055,6.63%
3,Castro,36.235,_jumplava,32.055,11.54%
4,DRK,36.835,_jumplava,32.055,12.98%
5,prd,37.632,_jumplava,32.055,14.82%
6,Cleaner,40.606,_jumplava,32.055,21.06%
7,[3M.ROSS],41.447,_jumplava,32.055,22.66%
8,ace,45.168,_jumplava,32.055,29.03%
